"","gene","Scaffold","V2","V3","V4","V5","V6","V7","V8","V9","V10","e-value","V12"
"6197","PGEN_.00g249290","Scaffold_12:18865504-18871569","NW_026461140.1",84.727,275,36,6,2266,2537,44806,45077,3.56e-69,270
"6198","PGEN_.00g249370","Scaffold_12:19184557-19186430","NC_069362.1",87.368,285,31,3,1310,1593,63234431,63234151,2.96e-85,322
"6199","PGEN_.00g249400","Scaffold_12:19371361-19377021","NC_069365.1",81.959,194,32,3,4778,4970,94053379,94053570,2.09e-36,161
"6200","PGEN_.00g249460","Scaffold_12:19485922-19519283","NC_069369.1",84.615,247,33,5,8842,9085,80708234,80707990,1.54e-59,241
"6201","PGEN_.00g249480","Scaffold_12:19535214-19542964","NC_069366.1",80.921,152,29,0,3416,3567,46267379,46267228,4.85e-24,121
"6202","PGEN_.00g249580","Scaffold_12:20098267-20123571","NC_069375.1",86.17,188,25,1,9514,9701,16423818,16423632,5.52e-48,202
"6203","PGEN_.00g249620","Scaffold_12:20413812-20414750","NC_069378.1",85.868,651,75,7,185,819,39073777,39074426,0,676
"6204","PGEN_.00g249720","Scaffold_12:20990277-21004447","NC_069366.1",87.179,117,13,1,7969,8083,408394,408510,4.11e-27,132
"6205","PGEN_.00g249750","Scaffold_12:21150594-21161200","NW_026463740.1",84.874,119,13,3,1220,1337,34475,34589,3.09e-22,115
"6206","PGEN_.00g249800","Scaffold_12:21238151-21257364","NW_026458986.1",77.358,265,57,2,5462,5725,5535,5273,1.19e-33,154
"6207","PGEN_.00g249870","Scaffold_12:21511863-21535818","NC_069369.1",80.25,719,129,11,19738,20449,21694701,21693989,2.11e-146,529
"6208","PGEN_.00g249970","Scaffold_12:21732646-21753548","NC_069363.1",80.337,178,34,1,15613,15789,72915461,72915284,1.69e-27,134
"6209","PGEN_.00g249980","Scaffold_12:21770572-21775454","NC_069375.1",77.966,295,37,16,438,715,33167537,33167254,1.78e-41,178
"6210","PGEN_.00g250080","Scaffold_12:21966572-21979837","NC_069368.1",93.532,201,13,0,777,977,37542867,37542667,9.96e-78,300
"6211","PGEN_.00g250130","Scaffold_12:22054982-22069172","NC_069376.1",83.408,223,30,7,7165,7383,4071862,4071643,1.11e-47,200
"6212","PGEN_.00g250150","Scaffold_12:22077694-22083415","NC_069369.1",84.342,281,39,5,2956,3233,10675520,10675798,3.36e-69,270
"6213","PGEN_.00g250180","Scaffold_12:22117078-22128423","NC_069363.1",86.207,116,15,1,9623,9738,41985437,41985323,5.5e-25,124
"6214","PGEN_.00g250220","Scaffold_12:22137521-22169638","NC_069369.1",82.578,287,38,8,25284,25561,10675798,10675515,4.13e-60,243
"6215","PGEN_.00g250300","Scaffold_12:22498616-22557551","NC_069371.1",82.243,214,37,1,2714,2927,558347,558559,4.66e-42,183
"6216","PGEN_.00g250330","Scaffold_12:22721531-22737595","NC_069379.1",82.353,136,23,1,15354,15488,3418885,3419020,1.3e-22,117
"6217","PGEN_.00g250400","Scaffold_12:22839073-22854965","NC_069378.1",80.476,210,33,5,7851,8054,3202231,3202024,9.83e-34,154
"6218","PGEN_.00g250420","Scaffold_12:22897825-22967782","NC_069375.1",93.909,197,11,1,1571,1766,15404917,15404721,6.81e-76,296
"6219","PGEN_.00g250440","Scaffold_12:22987477-23008952","NC_069376.1",73.491,762,172,25,8477,9215,40912137,40912891,7.61e-66,261
"6220","PGEN_.00g250460","Scaffold_12:23030413-23090840","NC_069366.1",93.258,89,6,0,38232,38320,46267228,46267316,1.75e-26,132
"6221","PGEN_.00g250490","Scaffold_12:23142775-23151199","NC_069369.1",78.727,644,115,15,3140,3768,49742814,49742178,2.8e-111,411
"6222","PGEN_.00g250530","Scaffold_12:23199935-23256369","NC_069368.1",80.447,179,26,8,12255,12427,17070259,17070434,2.12e-25,128
"6223","PGEN_.00g250550","Scaffold_12:23272041-23304356","NC_069369.1",82.927,287,44,5,21299,21582,80707950,80708234,1.92e-63,254
"6224","PGEN_.00g250570","Scaffold_12:23352366-23361579","NC_069376.1",85.311,177,26,0,1061,1237,72271040,72271216,7.26e-43,183
"6225","PGEN_.00g250580","Scaffold_12:23391095-23438571","NC_069366.1",75.814,430,86,16,25872,26287,15637640,15637215,1.04e-47,202
"6226","PGEN_.00g250590","Scaffold_12:23444797-23468408","NC_069369.1",83.624,287,41,6,11819,12101,80708234,80707950,6.47e-67,265
"6227","PGEN_.00g250640","Scaffold_12:23621666-23704564","NC_069369.1",84.926,272,35,6,23256,23523,10675784,10675515,4.89e-68,270
"6228","PGEN_.00g250660","Scaffold_12:23722785-23738737","NC_069374.1",82.166,157,23,2,8049,8200,52727990,52727834,1.66e-26,130
"6229","PGEN_.00g250690","Scaffold_12:23819733-23829020","NC_069369.1",84.348,115,18,0,1337,1451,53161770,53161884,9.74e-22,113
"6230","PGEN_.00g250700","Scaffold_12:23831128-23916537","NC_069369.1",80.952,273,44,6,20353,20619,10675786,10675516,1.11e-49,209
"6231","PGEN_.00g250760","Scaffold_12:24041307-24069480","NC_069376.1",81.529,157,28,1,13030,13186,22701061,22701216,1.06e-25,128
"6232","PGEN_.00g250820","Scaffold_12:24318216-24341560","NC_069370.1",79.208,202,30,9,15478,15674,64094916,64095110,2.44e-26,130
"6233","PGEN_.00g250880","Scaffold_12:24728047-24744864","NC_069376.1",84.699,183,28,0,13464,13646,72271042,72271224,1.33e-42,183
"6234","PGEN_.00g250890","Scaffold_12:24808721-24871073","NC_069378.1",85.78,218,31,0,21323,21540,58235025,58235242,1.74e-56,231
"6235","PGEN_.00g250990","Scaffold_12:24950001-24968825","NC_069372.1",82.967,182,23,7,1842,2022,55034653,55034479,9.01e-35,158
"6236","PGEN_.00g251030","Scaffold_12:25050462-25062503","NC_069362.1",80.244,982,155,26,1,951,55010930,55011903,0,702
"6237","PGEN_.00g251040","Scaffold_12:25066244-25073350","NC_069363.1",87.425,501,37,23,5434,5912,25403850,25404346,3.7e-154,553
"6238","PGEN_.00g251050","Scaffold_12:25078828-25088739","NW_026462785.1",80.198,202,33,3,5961,6161,2201,2006,3.69e-31,145
"6239","PGEN_.00g251060","Scaffold_12:25093798-25116076","NC_069372.1",83.824,204,32,1,15128,15331,52642372,52642574,2.92e-45,193
"6240","PGEN_.00g251070","Scaffold_12:25138212-25150327","NC_069368.1",79.188,197,37,2,8292,8487,33989294,33989487,9.76e-28,134
"6241","PGEN_.00g251160","Scaffold_12:25243539-25278868","NC_069371.1",86.982,169,22,0,23205,23373,14638401,14638569,1.67e-44,191
"6242","PGEN_.00g251180","Scaffold_12:25296431-25309572","NC_069369.1",83.871,310,41,9,11113,11416,10675821,10675515,7.68e-74,287
"6243","PGEN_.00g251200","Scaffold_12:25444717-25455712","NC_069369.1",74.18,945,191,40,3937,4841,77017451,77016520,3.76e-91,344
"6244","PGEN_.00g251260","Scaffold_12:25718747-25754171","NC_069375.1",87.578,161,20,0,3129,3289,70595902,70596062,2.16e-43,187
"6245","PGEN_.00g251290","Scaffold_12:25838418-25941930","NC_069373.1",80.663,181,30,3,75307,75483,62961113,62960934,2.32e-27,135
"6246","PGEN_.00g251310","Scaffold_12:25977283-26027280","NC_069367.1",75.788,603,104,27,45918,46508,37483803,37483231,3.81e-67,267
"6247","PGEN_.00g251320","Scaffold_12:26028628-26055802","NC_069373.1",85.556,180,25,1,13685,13863,62961113,62960934,1.66e-43,187
"6248","PGEN_.00g251370","Scaffold_12:26227082-26240959","NC_069367.1",82.589,224,35,4,7492,7712,22105492,22105714,5.06e-46,195
"6249","PGEN_.00g251380","Scaffold_12:26297484-26302873","NC_069366.1",82.353,170,28,2,2466,2634,28999966,28999798,5.56e-32,147
"6250","PGEN_.00g251390","Scaffold_12:26303731-26333996","NC_069369.1",82.807,285,45,3,4129,4410,10675798,10675515,6.46e-63,252
"6251","PGEN_.00g251400","Scaffold_12:26335544-26342924","NC_069369.1",80.717,223,36,5,5749,5965,31873369,31873590,5.85e-38,167
"6252","PGEN_.00g251420","Scaffold_12:26371624-26407548","NC_069372.1",79.121,182,35,3,19654,19833,55034482,55034662,6.27e-24,122
"6253","PGEN_.00g251450","Scaffold_12:26447292-26454339","NC_069361.1",85.629,167,24,0,3691,3857,45149082,45148916,9.28e-41,176
"6254","PGEN_.00g251460","Scaffold_12:26454712-26465402","NC_069368.1",81.743,241,37,5,2062,2296,72833077,72832838,3.89e-46,195
"6255","PGEN_.00g251470","Scaffold_12:26471246-26472367","NC_069361.1",81.743,849,123,15,95,930,72670620,72671449,0,680
"6256","PGEN_.00g251490","Scaffold_12:26532527-26551940","NC_069369.1",89.785,186,18,1,19229,19413,59369737,59369552,1.16e-58,237
"6257","PGEN_.00g251540","Scaffold_12:26632510-26642582","NC_069367.1",84.651,215,32,1,8711,8924,29225295,29225509,1.01e-51,213
"6258","PGEN_.00g251560","Scaffold_12:26673150-26709072","NC_069369.1",81.72,186,25,7,19471,19656,38469069,38469245,3.72e-31,147
"6259","PGEN_.00g251580","Scaffold_12:26733440-26766357","NC_069363.1",74.763,634,132,22,22321,22936,51889889,51890512,4.2e-65,259
"6260","PGEN_.00g251590","Scaffold_12:26858237-26872169","NC_069369.1",82.517,286,43,7,4652,4933,80707952,80708234,4.97e-61,244
"6261","PGEN_.00g251680","Scaffold_12:26990687-27029519","NC_069367.1",91.262,103,7,2,7837,7939,45682911,45682811,6.74e-29,139
"6262","PGEN_.00g251700","Scaffold_12:27054720-27069535","NC_069365.1",79.121,455,77,13,1545,1982,58728892,58728439,4e-77,298
"6263","PGEN_.00g251710","Scaffold_12:27171177-27240372","NC_069366.1",74.415,598,137,13,54634,55220,57182189,57181597,8.9e-60,243
"6264","PGEN_.00g251740","Scaffold_12:27337415-27368419","NC_069369.1",83.172,309,46,6,19987,20291,10675821,10675515,1.09e-70,278
"6265","PGEN_.00g251750","Scaffold_12:27379259-27380791","NC_069367.1",81.549,607,94,11,312,908,63986907,63987505,2.91e-134,484
"6266","PGEN_.00g251760","Scaffold_12:27382755-27414141","NC_069364.1",77.091,275,53,5,27843,28115,25800282,25800548,2.51e-32,150
"6267","PGEN_.00g251770","Scaffold_12:27416489-27435089","NC_069379.1",86.538,156,20,1,888,1043,34649754,34649908,1.14e-38,171
"6268","PGEN_.00g251790","Scaffold_12:27464270-27525376","NC_069376.1",76.548,533,97,17,55355,55862,40912833,40912304,4.66e-67,267
"6269","PGEN_.00g251810","Scaffold_12:27527517-27533945","NW_026460719.1",85.451,1464,181,17,4061,5518,3666,2229,0,1495
"6270","PGEN_.00g251830","Scaffold_12:27581902-27608318","NW_026461801.1",80.097,206,36,2,24939,25144,35882,35682,7.61e-32,148
"6271","PGEN_.00g251850","Scaffold_12:27622608-27630149","NC_069365.1",87.117,163,19,1,3802,3964,64151193,64151033,5.94e-43,183
"6272","PGEN_.00g251860","Scaffold_12:27636112-27643019","NC_069369.1",82.143,140,23,2,5552,5690,32972302,32972440,1.55e-23,119
"6273","PGEN_.00g251890","Scaffold_12:27758339-27768732","NC_069362.1",81.633,294,51,3,6473,6765,111787352,111787061,4.79e-60,241
"6274","PGEN_.00g251900","Scaffold_12:27835930-27844837","NC_069373.1",74.954,539,102,23,8067,8581,73512235,73511706,6.92e-53,217
"6275","PGEN_.00g251920","Scaffold_12:27940226-27950702","NC_069369.1",85.664,286,37,4,3373,3656,10675798,10675515,2.83e-77,298
"6276","PGEN_.00g251960","Scaffold_12:28018137-28045585","NC_069369.1",83.886,211,29,3,24885,25090,32431112,32430902,2.78e-46,196
"6277","PGEN_.00g252000","Scaffold_12:28078785-28171543","NC_069369.1",76.346,520,114,8,54765,55277,7885213,7884696,5.47e-68,270
"6278","PGEN_.00g252030","Scaffold_12:28245155-28287624","NC_069379.1",77.172,495,99,14,27125,27611,23701717,23702205,5.38e-70,276
"6279","PGEN_.00g252050","Scaffold_12:28296846-28309348","NC_069377.1",92.815,1517,89,8,4502,6002,142768,144280,0,2180
"6280","PGEN_.00g252060","Scaffold_12:28315975-28322060","NC_069368.1",76.923,260,49,9,2784,3042,48591283,48591034,3.78e-29,137
"6281","PGEN_.00g252090","Scaffold_12:28393089-28402069","NC_069366.1",83.163,196,28,3,2088,2279,6139370,6139176,4.26e-40,174
"6282","PGEN_.00g252110","Scaffold_12:28436540-28454289","NC_069362.1",85.714,196,25,3,15278,15472,41021693,41021500,1.08e-48,204
"6283","PGEN_.00g252170","Scaffold_12:28575158-28587916","NC_069372.1",83.333,150,24,1,6336,6485,55034630,55034482,7.95e-29,137
"6284","PGEN_.00g252180","Scaffold_12:28589670-28597658","NC_069377.1",82.266,203,34,2,4593,4794,65359064,65359265,3.79e-40,174
"6285","PGEN_.00g252200","Scaffold_12:28641937-28648651","NC_069372.1",84.153,183,27,2,3718,3899,55034662,55034481,8.84e-41,176
"6286","PGEN_.00g252270","Scaffold_12:28824504-28866544","NC_069368.1",78.102,411,64,18,22961,23367,24620639,24620251,2.51e-58,237
"6287","PGEN_.00g252280","Scaffold_12:28869980-28884465","NC_069362.1",84.568,162,24,1,3941,4102,116630679,116630519,1.93e-35,159
"6288","PGEN_.00g252290","Scaffold_12:28897729-28920325","NC_069364.1",74.587,303,66,7,5989,6289,3146580,3146287,3.94e-24,122
"6289","PGEN_.00g252370","Scaffold_12:29388219-29435612","NW_026461177.1",79.907,214,37,5,34161,34368,13530,13317,1.06e-32,152
"6290","PGEN_.00g252380","Scaffold_12:29457095-29465946","NC_069370.1",88.462,208,24,0,6295,6502,73561906,73561699,1.88e-63,252
"6291","PGEN_.00g252420","Scaffold_12:29533916-29561237","NC_069373.1",84.848,165,22,3,9664,9826,62960933,62961096,2.81e-36,163
"6292","PGEN_.00g252440","Scaffold_12:29603545-29607828","NC_069369.1",83.548,310,42,9,1898,2201,10675821,10675515,1.16e-72,281
"6293","PGEN_.00g252450","Scaffold_12:29624775-29706958","NC_069369.1",85.776,232,29,4,20265,20494,10675557,10675786,1.06e-59,243
"6294","PGEN_.00g252460","Scaffold_12:29714451-29728380","NC_069369.1",85.088,114,17,0,9226,9339,39226462,39226575,1.13e-22,117
"6295","PGEN_.00g252480","Scaffold_12:29754039-29763748","NW_026461103.1",89.375,160,17,0,1533,1692,1153,994,2.11e-48,202
"6296","PGEN_.00g252500","Scaffold_12:29774094-29784454","NC_069369.1",77.451,204,44,2,9487,9689,60446305,60446103,6.49e-24,121
"6297","PGEN_.00g252540","Scaffold_12:29891403-29895813","NW_026462127.1",81.221,213,26,4,3975,4173,50211,49999,5.84e-36,159
"6298","PGEN_.00g252550","Scaffold_12:29895914-29915122","NC_069361.1",79.181,293,55,5,9847,10137,97562912,97562624,5.41e-47,198
"6299","PGEN_.00g252590","Scaffold_12:29984525-29988679","NC_069371.1",84.553,123,15,4,1219,1338,18012223,18012344,9.32e-24,119
"6300","PGEN_.00g252730","Scaffold_12:30403384-30410871","NC_069371.1",81.41,156,29,0,2528,2683,44227368,44227523,2.8e-26,128
"6301","PGEN_.00g252780","Scaffold_12:30530659-30550979","NC_069361.1",74.507,761,150,27,3592,4317,113415273,113416024,9.19e-75,291
"6302","PGEN_.00g252790","Scaffold_12:30563429-30595111","NW_026462362.1",81.646,158,23,5,18227,18381,30499,30345,4.28e-25,126
"6303","PGEN_.00g252800","Scaffold_12:30621974-30669140","NC_069374.1",84.211,190,27,3,3491,3679,55769970,55770157,1.34e-41,182
"6304","PGEN_.00g252810","Scaffold_12:30692206-30702542","NC_069379.1",85.227,176,24,1,677,852,20964662,20964835,1.05e-41,180
"6305","PGEN_.00g252840","Scaffold_12:30832378-30921817","NC_069362.1",82.051,195,25,3,74024,74208,3513029,3513223,4.28e-34,158
"6306","PGEN_.00g252870","Scaffold_12:30981325-31003022","NC_069369.1",83.735,166,27,0,18113,18278,12542793,12542628,1.04e-34,158
"6307","PGEN_.00g252900","Scaffold_12:31091437-31179763","NC_069369.1",85.514,214,28,1,11754,11964,13588483,13588270,5.32e-53,220
"6308","PGEN_.00g252930","Scaffold_12:31229690-31258741","NC_069370.1",77.419,403,73,14,22217,22607,23560605,23560209,1.35e-54,224
"6309","PGEN_.00g253040","Scaffold_12:31404939-31449765","NC_069369.1",74.413,426,86,14,41748,42150,56662886,56662461,1.66e-35,161
"6310","PGEN_.00g253100","Scaffold_12:31503138-31526409","NC_069377.1",75.714,490,81,18,3812,4288,38073831,38074295,8.43e-51,211
"6311","PGEN_.00g253120","Scaffold_12:31563482-31586722","NC_069366.1",74.658,805,157,31,4140,4911,88440298,88439508,2.24e-81,313
"6312","PGEN_.00g253230","Scaffold_12:32256172-32276150","NC_069366.1",77.778,261,52,5,12171,12429,88440131,88439875,3.44e-34,156
"6313","PGEN_.00g253240","Scaffold_12:32330553-32355644","NC_069369.1",84.871,271,37,4,9716,9983,10675517,10675786,1.48e-68,270
"6314","PGEN_.00g253270","Scaffold_12:32458094-32469088","NC_069369.1",84.965,286,39,4,6068,6351,10675515,10675798,6.42e-74,287
"6315","PGEN_.00g253560","Scaffold_12:32975553-33021510","NC_069362.1",77.801,482,79,20,26969,27434,105765533,105766002,7.53e-69,272
"6316","PGEN_.00g253570","Scaffold_12:33044456-33084027","NC_069373.1",77.519,645,115,24,4732,5361,48398510,48397881,1.35e-95,361
"6317","PGEN_.00g253580","Scaffold_12:33113393-33177467","NC_069369.1",78.491,265,54,1,44401,44662,69496178,69495914,3.94e-38,171
"6318","PGEN_.00g253730","Scaffold_12:33647825-33651971","NC_069374.1",82.622,328,48,6,585,907,74766382,74766059,1.12e-72,281
"6319","PGEN_.00g253760","Scaffold_12:33753664-33794571","NC_069361.1",75.61,738,143,24,2361,3073,87680627,87681352,1.09e-86,331
"6320","PGEN_.00g253780","Scaffold_12:33866129-33892979","NW_026460133.1",75.687,473,94,13,14249,14703,23356,23825,2.09e-52,217
"6321","PGEN_.00g253790","Scaffold_12:33900736-33909355","NC_069362.1",73.733,434,85,21,3212,3618,62545127,62545558,1.15e-30,143
"6322","PGEN_.00g253810","Scaffold_12:33926744-33951956","NC_069366.1",78.261,276,57,2,983,1256,45639160,45639434,1.2e-39,174
"6323","PGEN_.00g253850","Scaffold_12:33963291-33995343","NC_069362.1",75.516,678,135,21,1152,1806,69472803,69473472,1.86e-78,303
"6324","PGEN_.00g253860","Scaffold_12:34000917-34053671","NC_069369.1",83.784,222,30,6,37614,37832,80708234,80708016,8.9e-49,206
"6325","PGEN_.00g253870","Scaffold_12:34054447-34068457","NW_026459716.1",87.56,209,25,1,10996,11203,49076,48868,6.47e-60,241
"6326","PGEN_.00g253880","Scaffold_12:34081663-34093822","NC_069369.1",72.98,1114,274,22,5900,7002,58832786,58833883,3.19e-97,364
"6327","PGEN_.00g253890","Scaffold_12:34119607-34149865","NW_026462127.1",85.845,219,28,3,28909,29125,50216,49999,3.03e-56,230
"6328","PGEN_.00g253900","Scaffold_12:34155186-34189052","NC_069370.1",81.25,176,33,0,7533,7708,26883665,26883840,4.54e-30,143
"6329","PGEN_.00g253980","Scaffold_12:34604257-34620513","NW_026460896.1",79.432,1760,343,16,1016,2767,24723,22975,0,1227
"6330","PGEN_.00g254030","Scaffold_12:34714553-34724928","NC_069367.1",79.747,237,41,7,5632,5864,22105504,22105737,2.96e-37,165
"6331","PGEN_.00g254040","Scaffold_12:34738980-34756462","NW_026459560.1",88.119,101,10,2,11409,11508,48646,48547,3.95e-23,119
"6332","PGEN_.00g254050","Scaffold_12:34761390-34789684","NC_069378.1",95.146,103,3,1,8287,8387,48071664,48071766,1.05e-35,161
"6333","PGEN_.00g254090","Scaffold_12:34856050-34859288","NC_069373.1",88.618,123,14,0,614,736,35938129,35938007,2.57e-33,150
"6334","PGEN_.00g254100","Scaffold_12:34868124-34895978","NW_026463904.1",87.346,324,38,3,19910,20231,12337,12659,5.66e-98,368
"6335","PGEN_.00g254160","Scaffold_12:34985578-35025973","NC_069377.1",80.844,308,58,1,13855,14161,61871521,61871214,1.87e-59,241
"6336","PGEN_.00g254220","Scaffold_12:35149478-35170904","NC_069365.1",80.114,176,33,2,11153,11327,2197572,2197746,2.24e-26,130
"6337","PGEN_.00g254260","Scaffold_12:35340430-35348925","NC_069362.1",89.524,105,7,4,5500,5603,19708847,19708746,8.84e-27,130
"6338","PGEN_.00g254310","Scaffold_12:35497998-35536495","NC_069361.1",75.979,970,207,23,5739,6693,57781581,57780623,1.25e-130,477
"6339","PGEN_.00g254330","Scaffold_12:35570584-35599349","NC_069378.1",74.677,774,166,20,18918,19670,38055818,38055054,2.15e-82,316
"6340","PGEN_.00g254360","Scaffold_12:35645883-35659986","NW_026463605.1",93.461,1514,81,5,9472,10968,63410,61898,0,2231
"6341","PGEN_.00g254430","Scaffold_12:35778058-35790510","NC_069369.1",83.146,267,42,3,9935,10199,72748314,72748579,5.75e-60,241
"6342","PGEN_.00g254440","Scaffold_12:35798563-35832270","NC_069372.1",84.865,185,27,1,19463,19647,55034662,55034479,7.4e-43,185
"6343","PGEN_.00g254450","Scaffold_12:35838323-35848212","NC_069369.1",84.475,219,29,5,4578,4793,80708234,80708018,3.58e-51,211
"6344","PGEN_.00g254480","Scaffold_12:35901817-35919952","NC_069377.1",85.507,138,12,1,899,1036,65359184,65359055,1.13e-28,137
"6345","PGEN_.00g254510","Scaffold_12:35999170-36034000","NC_069369.1",82.848,309,42,9,29540,29841,10675798,10675494,2.66e-67,267
"6346","PGEN_.00g254520","Scaffold_12:36041777-36063725","NW_026462911.1",82.951,305,35,8,6110,6398,19314,19617,2.8e-65,259
"6347","PGEN_.00g254570","Scaffold_12:36385722-36427562","NC_069369.1",83.643,269,35,9,18899,19161,10675821,10675556,1.5e-60,244
"6348","PGEN_.00g254580","Scaffold_12:36434087-36509775","NC_069376.1",84.574,188,25,2,74612,74799,72271041,72271224,5.98e-42,183
"6349","PGEN_.00g254600","Scaffold_12:36526465-36535902","NC_069361.1",84.314,204,25,5,4629,4827,23879848,23880049,1.24e-45,193
"6350","PGEN_.00g254620","Scaffold_12:36582205-36620206","NC_069379.1",90.323,93,9,0,23013,23105,13077356,13077448,6.64e-24,122
"6351","PGEN_.00g254630","Scaffold_12:36633458-36667035","NC_069369.1",84.722,288,38,6,2017,2302,10675515,10675798,2.54e-72,283
"6352","PGEN_.00g254770","Scaffold_12:36859773-36875835","NC_069370.1",84.211,190,30,0,2133,2322,26079799,26079610,3.52e-43,185
"6353","PGEN_.00g254790","Scaffold_12:37077650-37235290","NC_069377.1",88.995,209,20,3,20143,20349,62685892,62685685,2.6e-63,255
"6354","PGEN_.00g254800","Scaffold_12:37235658-37388110","NW_026461103.1",85.648,216,29,2,32334,32548,982,1196,1.97e-54,226
"6355","PGEN_.00g254840","Scaffold_12:37507745-37565085","NW_026459716.1",88.991,218,24,0,19688,19905,49075,48858,3.38e-68,270
"6356","PGEN_.00g254870","Scaffold_12:37630887-37637214","NC_069372.1",80.38,158,22,7,4491,4647,32701055,32701204,2.38e-21,111
"6357","PGEN_.00g254900","Scaffold_12:37870554-37880011","NC_069370.1",83.333,198,30,1,8515,8709,49646474,49646671,9.64e-42,180
"6358","PGEN_.00g254920","Scaffold_12:37898836-37911914","NW_026461140.1",84.444,315,38,11,7848,8155,45112,44802,9.82e-78,300
"6359","PGEN_.00g254940","Scaffold_12:37919641-37934452","NC_069367.1",89.281,821,45,8,12337,13117,70244203,70245020,0,989
"6360","PGEN_.00g254960","Scaffold_12:37970482-37993760","NW_026460133.1",76.812,276,48,14,2090,2357,23613,23346,1.12e-29,141
"6361","PGEN_.00g254970","Scaffold_12:37993784-38005981","NC_069369.1",82.792,523,56,20,4231,4728,38038579,38039092,6.69e-119,436
"6362","PGEN_.00g254980","Scaffold_12:38006783-38055492","NC_069376.1",81.944,144,21,1,39967,40105,72271033,72271176,3.96e-22,117
"6363","PGEN_.00g255010","Scaffold_12:38093838-38099813","NC_069372.1",83.422,187,25,5,1306,1492,55034482,55034662,1.32e-38,169
"6364","PGEN_.00g255030","Scaffold_12:38165887-38209794","NC_069366.1",89.13,92,9,1,16706,16796,46267318,46267227,4.62e-21,113
"6365","PGEN_.00g255060","Scaffold_12:38297593-38326228","NC_069376.1",86.264,182,21,2,15119,15300,72271039,72271216,1.04e-45,195
"6366","PGEN_.00g255080","Scaffold_12:38366980-38383996","NC_069374.1",82.065,184,33,0,7564,7747,58186405,58186588,8.14e-35,158
"6367","PGEN_.00g255090","Scaffold_12:38389170-38395517","NC_069376.1",78.989,376,39,14,5494,5835,17021638,17022007,3.81e-54,220
"6368","PGEN_.00g255140","Scaffold_12:38473956-38485403","NC_069369.1",76.815,427,91,7,1,423,40636655,40637077,8.84e-58,233
"6369","PGEN_.00g255220","Scaffold_12:38638298-38669811","NC_069369.1",77.215,632,130,12,28384,29010,49742186,49742808,1.39e-94,357
"6370","PGEN_.00g255250","Scaffold_12:38737596-38745470","NC_069374.1",80.503,159,28,3,1593,1749,52727991,52727834,1.77e-23,119
"6371","PGEN_.00g255260","Scaffold_12:38776030-38802350","NC_069369.1",77.439,492,101,10,18440,18926,31985000,31985486,5.54e-73,285
"6372","PGEN_.00g255300","Scaffold_12:38828887-38848052","NC_069376.1",86.842,190,23,2,4324,4512,72271224,72271036,6.94e-51,211
"6373","PGEN_.00g255550","Scaffold_12:39234876-39242188","NW_026461758.1",74.273,447,82,19,3885,4302,49785,50227,3.49e-35,158
"6374","PGEN_.00g255570","Scaffold_12:39266789-39328079","NC_069376.1",79.866,298,42,14,50724,51011,62162728,62163017,1.34e-47,202
"6375","PGEN_.00g255630","Scaffold_12:39464432-39570305","NC_069369.1",84.946,279,38,4,81500,81776,10675510,10675786,1.04e-70,279
"6376","PGEN_.00g255650","Scaffold_12:39583143-39589603","NC_069373.1",88.845,1004,68,13,4261,5262,41583676,41584637,0,1194
"6377","PGEN_.00g255660","Scaffold_12:39589656-39590558","NC_069373.1",91.031,223,19,1,315,536,41589930,41590152,6.56e-79,300
"6378","PGEN_.00g255700","Scaffold_12:39686658-39725227","NW_026463090.1",83.019,159,21,4,28219,28377,50584,50736,6.69e-29,139
"6379","PGEN_.00g255810","Scaffold_12:39929609-39949628","NC_069373.1",85.876,177,24,1,10396,10572,62961110,62960935,1.22e-43,187
"6380","PGEN_.00g255840","Scaffold_12:40023168-40054368","NW_026463709.1",83.105,219,35,2,1952,2169,49925,49708,8.8e-47,198
"6381","PGEN_.00g255860","Scaffold_12:40069305-40081129","NC_069372.1",83.846,130,21,0,6370,6499,30339164,30339035,5.73e-25,124
"6382","PGEN_.00g255870","Scaffold_12:40087774-40110117","NC_069366.1",74.501,451,80,22,4953,5374,24335392,24334948,2.3e-36,163
"6383","PGEN_.00g255880","Scaffold_12:40122569-40166097","NC_069378.1",85.556,180,21,4,9543,9717,119559,119738,3.44e-42,183
"6384","PGEN_.00g255890","Scaffold_12:40175151-40206337","NC_069369.1",84.839,310,38,9,25148,25451,10675515,10675821,1.81e-78,303
"6385","PGEN_.00g255920","Scaffold_12:40516313-40551491","NC_069369.1",83.636,275,38,7,24096,24366,80707951,80708222,7.51e-63,252
"6386","PGEN_.00g255930","Scaffold_12:40551801-40568427","NC_069378.1",85.455,220,29,3,5652,5870,58235242,58235025,2.15e-55,226
"6387","PGEN_.00g255950","Scaffold_12:40641023-40654947","NC_069369.1",83.152,184,29,1,10534,10715,26510265,26510082,1.11e-37,167
"6388","PGEN_.00g255970","Scaffold_12:40674417-40681954","NC_069366.1",77.826,230,35,9,2965,3180,24335085,24335312,2.82e-26,128
"6389","PGEN_.00g255990","Scaffold_12:40742630-40751961","NW_026463069.1",82.902,193,32,1,2679,2871,18625,18816,1.59e-39,172
"6390","PGEN_.00g256020","Scaffold_12:40800658-40831196","NC_069374.1",79.874,159,29,3,23940,24096,30936074,30936231,3.21e-21,113
"6391","PGEN_.00g256070","Scaffold_12:40923424-40923864","NC_069364.1",85.526,152,22,0,288,439,43279994,43279843,5.48e-37,159
