spot,Genebank,Description,Cluster,Tissue specificity,,ST3F F9,ST3F F14,ST3F F15,ST3F F32,Gc3Fb,Gc3Fa,Gc3Fc,Gl3Fa,Gl3Fb,Gl3Fd,LQ15,LQ18,LQ21,HQ28,HQ29,HQ3,HQ26
3980,CU989844,predicted protein [Nematostella vectensis],6,male gonad,somatic,0.95075679,1.098745507,1.151642061,1.15376668,0.970314806,1.002451599,0.984526124,0.966345383,1.078633788,0.868913502,0.811882568,0.754282429,0.766856474,0.751528436,0.774158399,0.770464013,0.649979911
9871,CF369133,"(sp:Q25010) Actin, cytoplasmic A3a OS=Helicoverpa armigera GN=actA3a PE=2 SV=1",6,,oocytes,0.749492592,0.844945521,0.543818545,0.525889938,0.864148822,0.601080506,1.028058306,0.804530656,0.749508609,0.688875775,1.2451042,1.246919364,1.302522946,1.125468019,1.171780436,1.43662909,1.495718216
10357,AM858924,0,6,,somatic,1.374421121,1.390706955,1.303937388,1.309185642,1.276303535,1.239034946,1.378577488,1.281078172,1.29474288,1.199646979,0.996017976,0.830708344,0.945022516,0.985992952,0.987446988,0.901950186,0.935003302
17546,BQ426815,0,6,,somatic,1.671435043,1.773296493,1.779586528,1.724407528,1.693384279,1.685808873,1.821143325,1.701022691,1.722497639,1.558949717,0.783818148,1.118478441,0.935240016,0.986936724,1.031889114,1.182412758,0.980228992
19629,CU998139,0,6,,somatic,1.359066418,1.502699735,1.405361409,1.444642952,1.222070879,1.325070281,1.204664184,1.391805944,1.35140011,1.112922649,0.791605537,0.644043874,0.807358483,0.740250529,0.668413449,0.8497621,0.790134531
21447,AM867021,(sp:O09032) ELAV-like protein 4 OS=Rattus norvegicus GN=Elavl4 PE=1 SV=1,6,,somatic,1.143098855,1.091239761,1.081290922,1.108862952,0.934181039,1.120200807,1.144281954,1.109184659,1.082037778,0.89528131,-0.230456772,-0.360286934,-0.232519729,-0.171161716,-0.19247382,0.113253006,-0.066064371
24501,EW778926,(sp:P79145) cAMP-responsive element modulator OS=Canis familiaris GN=CREM PE=2 SV=2,6,,oocytes,0.63000499,0.525009802,0.631994788,0.653933905,0.831540375,0.672594815,0.832148556,0.688356922,0.791590819,0.965029167,1.331235034,1.30376135,1.189371428,1.321022794,1.307921483,1.265402877,1.250359631
40065,CU991158,0,6,,somatic,1.103335883,1.094078276,1.121831872,1.14214468,0.917160991,1.032888593,1.171231114,1.074902007,0.99517984,0.889140178,-0.494429175,-0.5482629,-0.359315554,-0.340255791,-0.291408901,-0.495161616,-0.712664414
41084,AM860913,0,6,male gonad,somatic,-0.31071716,-0.167655965,-0.340207572,-0.356327205,-0.737992126,-0.393344953,0.00014624,-0.472946896,-0.283352546,-0.22453984,-1.051611392,-0.988567715,-0.837452195,-1.164824744,-0.997227082,-0.802013538,-0.88407558
43751,AM862213,(sp:Q9D5I4) Tctex1 domain-containing protein 1 OS=Mus musculus GN=Tctex1d1 PE=2 SV=1,6,male gonad,somatic,0.155792018,0.588758674,-0.021925078,0.286447078,0.10326962,0.313113018,0.141496094,0.169425366,0.221388253,0.048505438,-1.11642323,-0.907183462,-0.870507124,-0.920074589,-0.799896969,-0.946636639,-0.964000567
17,AM863560,(sp:Q7ZVC2) Clusterin-associated protein 1 homolog OS=Danio rerio GN=cluap1 PE=2 SV=2,7,,oocytes,1.478182732,1.385078918,1.51332591,1.339055819,1.552882191,1.449747777,1.476315339,1.411426166,1.479626321,1.58379548,1.962707217,1.816390765,1.87470088,1.835762688,1.992545354,1.845903434,1.975942189
2471,AM857913,(sp:Q497H0) AN1-type zinc finger protein 3 OS=Mus musculus GN=Zfand3 PE=2 SV=1,7,,oocytes,0.880425299,1.089521084,1.013939497,1.024004168,1.09794031,0.931067603,1.034360553,1.003400918,1.082291909,1.251837541,1.602984376,1.547358456,1.489778526,1.471980568,1.490537928,1.499955244,1.440360568
3899,CU682645,(sp:P67963) Casein kinase I isoform alpha OS=Xenopus laevis GN=csnk1a1 PE=2 SV=1,7,,oocytes,0.146483719,0.064727772,0.079050943,0.054923717,0.117396764,0.030560279,-0.038332835,0.034091546,0.202176778,0.188784347,0.68830277,0.689621451,0.650297161,0.672955766,0.480497555,0.643852832,0.642696637
5107,AM864085,0,7,,oocytes,0.27926489,0.297839475,0.400750668,0.344177246,0.539676901,0.25016749,0.332280939,0.290899513,0.397018044,0.514793211,0.830324659,0.968023193,0.889567325,0.733686229,0.833927435,0.760399805,0.711058373
5418,AM864971,(sp:Q08AX9) Uncharacterized protein KIAA1841 homolog OS=Xenopus laevis PE=2 SV=1,7,,oocytes,0.580003457,0.309488409,0.579565409,0.434973709,0.57229275,0.376048913,0.545259587,0.54367671,0.520208757,0.976433455,1.175024212,1.226714741,1.082527124,1.005935918,1.000843964,1.282513924,0.990606898
5466,CU999215,(sp:Q27746) DNA (cytosine-5)-methyltransferase PliMCI OS=Paracentrotus lividus GN=DNMT PE=2 SV=1,7,,oocytes,1.735203589,1.435950423,1.671432762,1.567427063,1.660253974,1.422740363,1.832471276,1.622587461,1.800135399,1.901737877,2.315762073,2.262218616,2.146170095,2.291239541,2.188974756,2.218110281,2.218683246
5591,AM862640,(sp:Q3SWX9) Double-strand-break repair protein rad21 homolog OS=Bos taurus GN=RAD21 PE=2 SV=1,7,,oocytes,0.710065007,0.68820261,0.736887043,0.752605137,0.733696075,0.732540073,0.799731698,0.739145608,0.864960117,1.035875162,1.318422507,1.319190643,1.271274562,1.20144014,1.292551644,1.217948307,1.198290444
7399,AM858900,0,7,,oocytes,1.034312029,1.048944173,1.229273372,1.08175079,1.226789217,0.977835775,1.475267179,1.110378323,0.991690499,1.290115779,1.901682815,2.044065034,1.821303402,1.946582969,1.99720143,1.9247766,1.882532144
8053,AM857512,(sp:P54279) Mismatch repair endonuclease PMS2 OS=Mus musculus GN=Pms2 PE=1 SV=1,7,,oocytes,1.651314045,1.443930876,1.418720119,1.509508169,1.515176067,1.39259068,1.654183574,1.499195617,1.523631796,1.738343324,2.028869878,1.820876271,1.924899147,1.909738627,1.853195555,1.844796491,1.812822841
8273,AM864694,0,7,,oocytes,1.313990631033725,1.4528742815679787,1.449596091432592,1.3058718239901843,1.3742062441717946,1.3523189470329802,1.5907593793857826,1.3588663874990445,1.4740950652363647,1.3620808391928356,1.8173585469766962,1.8478178602873705,1.7674647173440905,1.705406065978699,2.0278840177685553,1.7391731829699735,1.766032373470285
9183,AM861777,(sp:Q6QLW4) Cytochrome c OS=Pectinaria gouldii PE=3 SV=1,7,,oocytes,2.162383115,2.132172968,2.206530614,2.057628872,2.149279895,1.994880334,2.237375047,2.103484096,2.102458144,2.353079001,2.662476129,2.679325937,2.52687463,2.441022452,2.684110256,2.612833339,2.508033791
9436,AM860914,(sp:O49326) Nitrile-specifier protein 2 OS=Arabidopsis thaliana GN=NSP2 PE=2 SV=1,7,,oocytes,1.117413536,0.90073249,1.155405982,0.91405774,0.974254656,0.691170805,0.957709334,1.014923326,0.988224666,1.428297544,1.639017286,1.762827992,1.698594519,1.422805907,1.744338314,1.655815623,1.45158046
9713,AM864416,(sp:Q92630) Dual specificity tyrosine-phosphorylation-regulated kinase 2 OS=Homo sapiens GN=DYRK2 PE=1 SV=3,7,,oocytes,0.684029485,0.57113777,0.759337483,0.649315074,0.699857246,0.57386009,0.779971566,0.767826476,0.78668152,0.966188455,1.248565471,1.317532301,1.253990291,1.198495146,1.229563118,1.303339432,1.253658504
10315,CU988908,(sp:Q91783) Kinesin-related motor protein Eg5 2 OS=Xenopus laevis PE=2 SV=1,7,,oocytes,1.113804962,0.96772022,1.191380193,1.05899332,1.164702445,0.999923107,1.307390138,1.141170697,1.220146164,1.323506223,2.046772634,1.908707904,1.84341064,1.689471435,1.90983928,1.88326953,1.771520025
10332,AM853630,0,7,,oocytes,1.151465575,1.090351711,1.188883322,1.22075757,1.25892777,1.103492285,1.318175822,1.19657751,1.28966978,1.543058262,1.622599705,1.78259098,1.644289348,1.747403821,1.767363183,1.77014138,1.582592179
11610,FP002661,0,7,,oocytes,2.471066865,2.335442808,2.440766321,2.390509874,2.521755354,2.288049803,2.550616646,2.459476586,2.576724244,2.435484514,2.732307,2.744914558,2.774394961,2.668581217,2.950904391,2.754312821,2.787498911
13303,FP003003,(sp:Q922R1) UPF0183 protein C16orf70 homolog OS=Mus musculus PE=2 SV=1,7,,oocytes,1.386482767,1.239583755,1.381340873,1.351907764,1.512295857,1.280265586,1.682737946,1.332402347,1.528327692,1.766316899,2.159954547,2.057163746,1.957752438,1.904544682,2.132474452,2.012187824,1.892363195
13608,AM867966,(sp:Q7Z4L9) Leucine-rich repeat-containing protein 67 OS=Homo sapiens GN=LRRC67 PE=2 SV=2,7,,oocytes,0.310749455,0.409614308,0.439478033,0.303678206,0.505300244,0.407062154,0.677515999,0.381633918,0.454505629,0.497900001,0.88037405,0.992058283,0.909945555,0.995504463,0.84853311,0.88039038,0.820442825
14632,AM869223,0,7,,oocytes,1.689709092,1.599728118,1.725480895,1.649252532,1.701893761,1.540042415,1.936057008,1.735626373,1.702694429,2.026783912,2.233672807,2.058278513,2.130183598,2.106543436,2.155804509,2.232660314,2.136296049
14928,DV736933,0,7,,oocytes,1.825957314,1.702701419,1.842807198,1.818853006,1.984069824,1.688086605,1.818268124,1.812430289,1.854023682,2.100421484,2.252164304,2.116901315,2.275901609,2.197718956,2.327319573,2.081672296,2.206503774
15906,AM859011,(sp:Q5VVX9) Ubiquitin-conjugating enzyme E2 U OS=Homo sapiens GN=UBE2U PE=1 SV=1,7,,oocytes,1.252844037,1.129987912,1.304830372,1.235921221,1.297079932,0.997411156,1.381472512,1.194036178,1.305956291,1.600708675,1.919023661,1.736143663,1.84342786,1.800064998,1.780696674,1.824059225,1.764040795
16127,AM868574,(sp:P51892) DNA ligase 1 OS=Xenopus laevis GN=lig1 PE=2 SV=1,7,,oocytes,1.467979692,1.150046957,1.400687601,1.389914753,1.429877448,1.098588093,1.512143308,1.338837714,1.395309875,1.659694648,1.877303587,1.908862251,1.971037658,1.898975897,2.070927096,1.867642379,1.869636752
16313,DV736560,(sp:Q17045) GTP-binding protein AGP-1 OS=Ascaris suum GN=AGP-1 PE=2 SV=1,7,,oocytes,0.88192523,0.757857851,0.817693883,0.867948021,0.849846358,0.704765345,1.055098609,0.772924146,1.02685408,1.182746076,1.563318739,1.479318374,1.304297867,1.286674231,1.280126002,1.435216796,1.273197511
16883,AM862737,0,7,,oocytes,0.949991988,0.737151197,1.149610309,0.954470829,1.091165619,0.880737352,1.128045614,1.05922432,1.155324646,1.355371703,1.824794724,1.692966471,1.637078196,1.668928776,1.879949319,1.706409008,1.753392637
17088,FP009642,0,7,,oocytes,1.972102583,1.928509513,1.995954327,1.922787502,2.016316541,1.89998704,2.180046378,2.000158369,2.077541519,2.193030787,2.601696428,2.540073353,2.390335204,2.428417619,2.684460047,2.422062115,2.421960468
17677,AM862616,0,7,,oocytes,0.879892951,0.614665765,0.93573683,0.830745472,0.841000762,0.791374061,0.789589565,0.859411016,0.887515194,1.11763398,1.501846858,1.501659394,1.420388301,1.333900634,1.461467557,1.457739875,1.189500241
17709,AM856856,(sp:Q8CFP6) DnaJ homolog subfamily C member 27 OS=Mus musculus GN=Dnajc27 PE=2 SV=1,7,,oocytes,0.598462767,0.584192265,0.573843498,0.600970209,0.678714563,0.611976418,0.912300719,0.58553634,0.72167648,1.104099467,1.497611465,1.567902068,1.181287057,1.251230045,1.393826973,1.392038081,1.187467409
18140,CU994437,(sp:Q24K09) DNA (cytosine-5)-methyltransferase 1 OS=Bos taurus GN=DNMT1 PE=2 SV=1,7,,oocytes,2.398786696,2.085112315,2.365540558,2.219448018,2.314354405,2.015733256,2.492308089,2.248346039,2.434150626,2.435946195,2.903386074,2.788425251,2.796865449,2.806339975,2.959011313,2.730546914,2.842261745
18831,AM855480,0,7,,oocytes,1.376126466,1.261923128,1.412852898,1.409872298,1.400271085,1.214001841,1.666716491,1.311563363,1.461211365,1.699288087,2.018130244,1.983258946,1.905565299,1.909915825,2.057772446,2.041719872,1.905910574
20551,FP004345,(sp:P67963) Casein kinase I isoform alpha OS=Xenopus laevis GN=csnk1a1 PE=2 SV=1,7,,oocytes,1.921541922,1.738000648,1.858327028,1.832957715,1.915412624,1.813346535,1.9560879,1.89478069,2.003323486,1.996105777,2.490528819,2.440405059,2.280250369,2.370557098,2.511092045,2.385016332,2.343825727
21823,AM863343,0,7,,oocytes,0.37621672,0.368548971,0.376827635,0.297998438,0.343313574,0.155888601,0.51360342,0.300385735,0.456381972,0.472864254,0.894804041,0.728387697,0.820854382,0.822328601,0.662455933,0.744192056,0.812072714
22180,FP001578,predicted protein [Nematostella vectensis],7,,oocytes,1.187461427,1.169610125,1.279988939,1.268222605,1.306119573,1.215277118,1.429638458,1.34777893,1.434907697,1.377261765,1.986144676,1.780075904,1.720516194,1.699163551,1.736398326,1.6751168,1.820132743
24211,AM861092,(sp:O75800) Zinc finger MYND domain-containing protein 10 OS=Homo sapiens GN=ZMYND10 PE=1 SV=2,7,,oocytes,0.446899425,0.231471236,0.30854906,0.485410041,0.381883247,0.234552451,0.428850379,0.403263776,0.516939493,0.660125857,0.741283219,0.930604876,0.97743679,0.808600186,0.906578076,1.059246138,0.868339957
24334,AM863869,(sp:P52429) Diacylglycerol kinase epsilon OS=Homo sapiens GN=DGKE PE=1 SV=1,7,,oocytes,0.885854479,0.925026445,0.905714682,0.897460822,0.987078037,0.790448439,1.109769243,1.051363689,1.1087248,1.214177081,1.505725782,1.354450207,1.425737546,1.394490311,1.423970241,1.419328673,1.466029595
24880,AM866869,PREDICTED: hypothetical protein [Nasonia vitripennis],7,,oocytes,0.505369006,0.340331543,0.515621719,0.432095405,0.527272106,0.278621821,0.662570197,0.390045926,0.538166253,0.675055858,1.064192856,1.201924289,1.024205966,1.107103056,1.047286797,1.168175257,1.037576192
28893,AM864745,GK24680 [Drosophila willistoni],7,,oocytes,0.9559966,1.045634374,1.098028092,0.991454991,0.952195209,0.871299143,1.072412941,1.001566404,1.097258676,1.355481427,1.548612574,1.474527005,1.521328902,1.462273538,1.414259051,1.474413525,1.370825393
31281,AM858595,0,7,,oocytes,1.280296897,1.078312173,1.200218045,1.113517363,1.251107865,1.079486399,1.25726312,1.170563578,1.301432432,1.401583424,1.634547238,1.655069349,1.557978776,1.56325909,1.576640319,1.664429349,1.472738824
32432,AM858044,(sp:P62291) Abnormal spindle-like microcephaly-associated protein homolog OS=Macaca fascicularis GN=ASPM PE=2 SV=1,7,,oocytes,1.1587024,1.119583941,1.227197616,1.200106446,1.161139866,0.958455559,1.358471049,1.132806275,1.370596228,1.615389436,1.809605436,1.796724369,1.859452957,1.588241988,1.766465135,1.779071585,1.776345349
34087,AM856039,0,7,,oocytes,2.132470587,2.114846119,2.230699355,2.189205323,2.227124412,2.058301336,2.473528538,2.168546369,2.342879877,2.433639284,2.735639224,2.719157322,2.57586794,2.597341731,2.809746996,2.636748559,2.58049717
34934,CU990675,(sp:Q5TB30) DEP domain-containing protein 1A OS=Homo sapiens GN=DEPDC1A PE=1 SV=1,7,female gonad,oocytes,0.50351439,0.334103378,0.606273673,0.628867555,0.526527771,0.406313937,0.778879528,0.519060135,0.726419027,0.971530315,1.29570392,1.393167502,1.200029841,1.09354037,1.182710706,1.245403147,1.135859472
37296,AM861774,(sp:Q3T0C9) Synaptojanin-2-binding protein OS=Bos taurus GN=SYNJ2BP PE=2 SV=1,7,,oocytes,2.272484094,2.257982666,2.348633942,2.33721903,2.24736925,2.177221304,2.371606459,2.233919535,2.484706808,2.433329807,2.801109664,2.787928724,2.672327223,2.66702461,2.812722877,2.636080509,2.73880496
40168,AM857886,0,7,,oocytes,0.904463774,0.436464205,0.751366064,0.563815277,0.775181724,0.409484315,1.057046869,0.788422801,0.6971662,1.058276746,1.478514931,1.358406225,1.433321767,1.497948699,1.449420839,1.407852215,1.390207471
41570,AM857283,0,7,,oocytes,0.865012404,0.894239651,0.906472864,0.964507577,0.96666361,0.885374438,0.994783535,0.915972903,1.103850825,1.152584176,1.586353245,1.46284384,1.451998133,1.396825255,1.644648703,1.426063117,1.311440351
41820,AM863465,(sp:Q0VA03) Polycomb protein suz12 OS=Xenopus tropicalis GN=suz12 PE=2 SV=1,7,,oocytes,0.333295097,0.231075766,0.418143507,0.373425516,0.404961685,0.148033756,0.432205262,0.321162096,0.453056253,0.768578984,1.022130601,1.145282904,1.012479782,0.909595346,0.809123063,1.085729627,0.80545176
44734,AM860978,(sp:Q5PQ23) Outer dense fiber protein 2 OS=Xenopus laevis GN=odf2 PE=2 SV=1,7,,oocytes,0.305314093,0.274317756,0.485420085,0.370232545,0.51338646,0.339523012,0.461273342,0.35704617,0.424639345,0.658769018,1.050062376,1.140923672,0.904384035,0.976902398,0.931167116,1.009081184,0.911905564
2317,AM863208,(sp:Q8CI33) CWF19-like protein 1 OS=Mus musculus GN=Cwf19l1 PE=2 SV=1,8,,oocytes,0.962117914,0.926611746,1.049059007,0.841047076,0.992376384,0.971964016,1.145240515,0.936803759,1.018212424,1.058607092,1.42765117,1.554151585,1.443903768,1.378972474,1.520510805,1.429284452,1.528493653
3177,AM869126,0,8,,oocytes,0.721926788,0.782477677,0.911410271,0.844868026,0.903650352,0.611393183,0.952645369,0.761308552,0.841320391,1.066510672,1.559168955,1.528515236,1.291361079,1.521248723,1.474456326,1.246732241,1.257982644
3296,FP000328,"(sp:Q16595) Frataxin, mitochondrial OS=Homo sapiens GN=FXN PE=1 SV=2",8,,somatic,1.064520556,1.172842951,1.0784119,1.096895836,1.005414252,1.014261792,0.779904288,1.064136061,0.936419507,0.751499168,0.456463615,0.543371226,0.545483895,0.453590471,0.453021566,0.479283123,0.512292899
3398,CU987970,0,8,,oocytes,-0.282078574,-0.222013071,-0.178781684,-0.073736619,-0.174532578,-0.344692333,-0.285039225,-0.164590976,-0.261329932,-0.246458888,0.271641236,0.381191673,0.24639753,0.436796369,0.292113117,0.440273771,0.347035638
4509,AM865265,(sp:Q9DG67) DNA repair and recombination protein RAD54B OS=Gallus gallus GN=RAD54B PE=2 SV=1,8,,oocytes,0.510418194886348,0.26947119279938175,0.658330889754779,0.3283895339901685,0.5543993570072651,0.35053445233115427,0.5641806052811466,0.392768733398997,0.4802347903800883,0.5848038846860207,1.2942823633937226,1.2846521161117672,0.9561470102117381,0.9633908464013593,1.032260564466886,0.9132438355439644,1.1659677098711658
5407,FP000995,(sp:Q64511) DNA topoisomerase 2-beta OS=Mus musculus GN=Top2b PE=1 SV=2,8,,oocytes,0.613437103,0.592171234,0.790243647,0.653392617,0.776633069,0.676086624,0.730669989,0.738181301,0.741106433,0.77836619,1.033466896,1.115126247,1.069375435,1.28234187,1.128811909,1.223963595,1.141183447
8655,FP011384,"(sp:Q9CQX8) 28S ribosomal protein S36, mitochondrial OS=Mus musculus GN=Mrps36 PE=1 SV=1",8,,oocytes,1.455206804,1.503157981,1.581743897,1.508288228,1.613537562,1.447161738,1.580344129,1.463745313,1.602934364,1.627870624,1.885192701,1.834141627,1.828693787,1.860809089,1.909270303,1.735835702,1.798383153
8836,AM853923,0,8,,somatic,1.909284294,2.110440869,1.864500348,1.88451701,1.67181614,1.733696007,1.851270614,1.861735785,1.804829006,1.452764731,0.800954608,0.734192336,0.855308614,0.789304621,0.821264414,0.761378102,0.760804504
9750,AM863614,0,8,,somatic,0.942386329,1.061343341,1.019039919,0.94979243,0.874415864,0.936061444,0.691134279,0.982683196,0.926364432,0.781185729,0.506437905,0.380607456,0.607636812,0.533105034,0.387995878,0.463207568,0.461243641
11356,AM858065,(sp:Q9QWT9) Kinesin-like protein KIFC1 OS=Mus musculus GN=Kifc1 PE=1 SV=2,8,,oocytes,1.050457805,0.889518194,1.085417215,0.977547367,1.164519826,0.929025455,1.322826633,1.087407637,1.214267121,1.526158204,1.776774259,1.854244739,1.73008093,1.588679752,1.746708257,1.771239621,1.658105119
11783,AM861721,0,8,,oocytes,0.923704676,0.794706038,0.96769744,0.839871223,0.933059418,0.708166302,1.054033883,0.899939952,0.913867116,1.212639501,1.386679856,1.429588773,1.359910685,1.306873179,1.295802746,1.330066396,1.383541201
12557,AM864384,0,8,,somatic,0.812837547,0.989299718,0.990957993,0.910390127,0.711383474,0.725555964,0.805687909,0.82040633,0.748796549,0.723413932,0.43575773,0.478995682,0.593502064,0.480399147,0.600387794,0.52625515,0.443353842
14054,AM855741,(sp:O54879) High mobility group protein B3 OS=Mus musculus GN=Hmgb3 PE=2 SV=3,8,,oocytes,1.543516945,1.54407221,1.691398904,1.562649366,1.674282026,1.64119411,1.879822976,1.623330283,1.667027624,1.731695225,2.211243939,2.249695765,2.146047859,2.298505701,2.491850743,2.158171965,2.256284318
14676,FP010386,0,8,,somatic,0.856557701,1.012715587,0.867121706,0.86320897,0.782493975,0.779835248,0.744047049,0.836534167,0.783452645,0.746148113,0.573031775,0.492340036,0.420145155,0.317463687,0.511244857,0.419240137,0.519844451
17356,BQ426329,(sp:A6QR20) Ankyrin repeat domain-containing protein 32 OS=Bos taurus GN=ANKRD32 PE=2 SV=2,8,,oocytes,1.485364096,1.480338736,1.233452088,1.365516841,1.43118144,1.229004072,1.575834956,1.372261592,1.582002681,1.703743231,2.011537331,1.940400769,1.783880005,1.901098476,1.863317343,1.921096261,1.81866005
21502,AM864356,0,8,,oocytes,1.195116374,1.187738777,1.18788615,1.295629675,1.380058024,1.171209007,1.460955083,1.226169499,1.249234574,1.630830407,1.911935209,1.856281106,1.842954012,1.802603263,2.007134461,1.773375926,1.78484004
21602,AM866389,0,8,,oocytes,1.532690173,1.427434838,1.559553539,1.501984188,1.696623432,1.447657109,1.890780043,1.628487679,1.683735184,1.909249484,2.434705698,2.208570272,2.231338635,2.183620349,2.453375647,2.13299383,2.186200134
21826,AM866364,(sp:Q96B26) Exosome complex exonuclease RRP43 OS=Homo sapiens GN=EXOSC8 PE=1 SV=1,8,,somatic,1.429374124,1.505431955,1.477576417,1.464680698,1.321694386,1.356556491,1.322544185,1.342378305,1.437603889,1.301085353,1.094233592,1.159011641,1.092328547,1.177159299,1.194803582,1.098117804,1.223358515
23627,AM869109,0,8,,oocytes,1.619995105,1.464555379,1.598137988,1.414923821,1.6819227,1.46386794,1.916558359,1.590399261,1.693236009,1.893725626,2.259603972,2.19537931,2.140057916,1.939792188,2.292344085,2.084230521,2.09928093
24438,AM862564,0,8,,somatic,1.177510283,1.342866971,1.297756118,1.159289875,1.132048313,1.161337636,1.181576299,1.170581903,1.152133823,1.039010766,0.953860423,0.929722932,0.912335205,0.760257875,0.873875198,0.789472944,0.909465474
25469,AM858017,(sp:Q7ZUS1) Serine/threonine-protein kinase VRK1 OS=Danio rerio GN=vrk1 PE=2 SV=1,8,,oocytes,0.331367457,0.295965969,0.327800781,0.420256295,0.320996469,0.290099449,0.639536343,0.340689076,0.315442614,0.676047113,1.039865812,1.191442916,1.062350384,1.076206171,1.181253979,0.893819791,0.952116416
29737,AM863615,0,8,,oocytes,1.794249359,1.73796738,1.863161562,1.859489376,1.852720313,1.663309116,1.975704446,1.85543192,2.096286467,2.172099014,2.266483687,2.225532975,2.254617521,2.221266536,2.423212517,2.387491146,2.327264783
33903,AM861527,(sp:O43663) Protein regulator of cytokinesis 1 OS=Homo sapiens GN=PRC1 PE=1 SV=2,8,,oocytes,0.932636179,0.941330363,1.201069157,1.035215185,1.125097605,1.067386689,1.334190595,1.004581435,1.177047019,1.321029502,1.816574998,1.848796082,1.703922011,1.768601072,1.896280742,1.754507302,1.706091925
36423,BQ427163,(sp:Q5BJ65) Histone H2A.V OS=Xenopus tropicalis GN=h2afv PE=2 SV=3,8,,oocytes,2.467950893606413,2.404399343872527,2.5154642721876956,2.397248731780299,2.488478440386979,2.3780040642760727,2.583909015598597,2.530985838892888,2.568117128455888,2.4355103031298535,2.9876889687835275,2.9512929312225884,2.814517818707556,2.898592320703377,3.1635364082985395,2.89063428735624,2.9296641050960095
37724,AM863926,0,8,,oocytes,1.02571169,0.642911479,0.981994961,1.008964635,1.150057995,1.071367394,1.319489593,0.999923538,1.201128518,1.063767642,1.654593329,1.682278414,1.616918401,1.717217549,1.830258085,1.600615598,1.592893436
42921,EX956406,0,8,male gonad,oocytes,0.898515954,0.977420262,0.860595417,0.920233724,0.82377194,0.800969043,1.021422414,0.896763644,0.941611358,1.127091381,1.263566348,1.352311131,1.187726851,1.231439301,1.27913761,1.137633188,1.29440703
799,FP005928,(sp:P83917) Chromobox protein homolog 1 OS=Mus musculus GN=Cbx1 PE=1 SV=1,9,,oocytes,2.503539218,2.440164359,2.539035718,2.283235332,2.607411314,2.485940501,2.622278394,2.542777887,2.603505529,2.434803821,3.029743449,2.945351038,2.800555622,2.985321102,3.039967198,2.782880888,2.86579188
3508,CU994651,0,9,,oocytes,1.980203364283499,1.8071015171965268,2.0236137632546023,1.764477069556818,2.0190111179470285,1.7766561211822693,1.4905099522759888,1.930194109607264,1.9782046693228237,2.1336810534738726,2.8025090527041527,2.374715539826028,2.7483942585717247,2.5985945424673225,2.5208445336835212,2.5316738642028698,2.3443625671088313
4905,AM867466,0,9,female gonad,oocytes,1.111894313,1.166431644,1.154993775,1.081985729,1.117291125,0.931549427,1.289676992,1.136345986,1.223001602,1.365592569,1.712034635,1.789963925,1.521538492,1.736474278,1.606089291,1.610616464,1.5012488
5299,AM868665,0,9,,oocytes,0.635995025,0.757273696,1.026352605,0.712727694,0.855222354,0.729996445,0.986974675,0.863778092,0.83705602,1.005005248,1.602331777,1.66441662,1.554798862,1.59628115,1.318820648,1.476439931,1.455025118
5605,AM865079,(sp:Q8C7V3) U3 small nucleolar RNA-associated protein 15 homolog OS=Mus musculus GN=Utp15 PE=2 SV=1,9,,somatic,1.607875701,1.793411757,1.691187542,1.589304572,1.603368849,1.566024076,1.546251075,1.653587636,1.538860008,1.344668126,1.126054441,1.180762596,1.248166616,1.174330906,1.246696113,1.189040044,1.253412635
6153,FP002758,0,9,,oocytes,0.238141259,0.543069183,0.72741449,0.535809825,0.765424853,0.555927317,0.633499478,0.601833697,0.487595709,0.638159923,1.065329321,1.08333709,0.951721093,1.044896567,1.051131618,0.897733307,1.151794744
6293,AM858786,(sp:Q9P0Z9) Peroxisomal sarcosine oxidase OS=Homo sapiens GN=PIPOX PE=2 SV=2,9,,somatic,0.91665279,1.236999516,1.171036218,0.82681236,1.062548854,1.085156445,1.10965838,0.974653225,0.905989344,0.645913642,0.112491662,0.137420938,-0.056050295,0.135307696,0.094425324,-0.024963433,-0.064675324
6835,AM861705,0,9,,oocytes,1.453805581,1.286006727,1.607607788,1.340369053,1.3952842,1.108766191,1.508528096,1.309698302,1.437266853,1.821553849,2.073219696,1.985642388,1.819667332,2.045069893,2.037006307,1.946302691,1.855744143
7072,AM858671,0,9,,oocytes,1.896435082,1.898196807,2.093915163,1.952655604,2.12457951,1.885717756,2.064040589,2.04807378,1.957444749,2.183916099,2.526092209,2.402123641,2.494556865,2.454823898,2.650992028,2.477212659,2.33522756
8275,CU984363,(sp:Q96P70) Importin-9 OS=Homo sapiens GN=IPO9 PE=1 SV=3,9,female gonad,oocytes,1.840767218,1.661242058,1.78477614,1.549299565,1.738077915,1.551447511,1.911021191,1.66718978,1.814080284,1.971634694,2.19441299,2.213339069,2.214927219,2.140968639,2.275171975,2.212729984,2.0258617
8286,FP000043,(sp:Q2VIQ3) Chromosome-associated kinesin KIF4B OS=Homo sapiens GN=KIF4B PE=1 SV=2,9,,oocytes,1.852610054,1.753702416,1.931645145,1.731949937,2.033718475,1.817835296,2.016960609,1.877184433,1.97331277,2.124387578,2.494893372,2.499874765,2.361673907,2.451758885,2.721375608,2.466966088,2.41181588
